iter	Logloss
456	0.5474656466
457	0.5474299452
458	0.5473607716
459	0.5473220717
460	0.5472655738
461	0.5472240986
462	0.5471892452
463	0.5471496527
464	0.5471070369
465	0.5470681874
466	0.5470355977
467	0.5470017637
468	0.5469601105
469	0.5468971329
470	0.5468549962
471	0.546822869
472	0.5467612153
473	0.5467181548
474	0.5466450517
475	0.5466102737
476	0.5465642368
477	0.5465275216
478	0.54648701
479	0.5464436777
480	0.5463838544
481	0.5463478693
482	0.5463152452
483	0.546285806
484	0.5462374766
485	0.5461668435
486	0.546109848
487	0.5460488004
488	0.5460073124
489	0.5459754784
490	0.545929414
491	0.5458995156
492	0.5458632126
493	0.5458309545
494	0.545793104
495	0.5457595424
496	0.5457275285
497	0.5456904185
498	0.5456596722
499	0.5456263829
500	0.5455889392
501	0.5455475235
502	0.5454963557
503	0.5454372429
504	0.5453937903
505	0.5453494002
506	0.5453166441
507	0.5452732091
508	0.5452416253
509	0.5452124024
510	0.545173295
511	0.5451146263
512	0.5450784883
513	0.545050375
514	0.5450130769
515	0.5449487697
516	0.5449102996
517	0.5448717406
518	0.5448364659
519	0.5447798083
520	0.544749857
521	0.5447187868
522	0.5446817071
523	0.5446444166
524	0.5445908379
525	0.5445467979
526	0.5445112348
527	0.544474105
528	0.5444370161
529	0.5443979759
530	0.5443590294
531	0.5443207624
532	0.5442786189
533	0.5442391652
534	0.5442043477
535	0.5441697861
536	0.5441134979
537	0.5440775357
538	0.544028199
539	0.5439917146
540	0.5439528328
541	0.5439190058
542	0.5438836854
543	0.5438447789
544	0.5438033368
545	0.5437644714
546	0.5437142597
547	0.5436738484
548	0.5436220677
549	0.5435577237
550	0.5435215607
551	0.5434841641
552	0.543451109
553	0.5434159225
554	0.543381557
555	0.543343159
556	0.5432883193
557	0.5432633395
558	0.5432248265
559	0.543165911
560	0.5431296202
561	0.5430917422
562	0.5430367356
563	0.5430068937
564	0.5429768879
565	0.5429364681
566	0.5429032768
567	0.5428455297
568	0.5428099045
569	0.5427756445
570	0.5427141772
571	0.5426507402
572	0.5425857011
573	0.5425480459
574	0.5424989191
575	0.5424466473
576	0.5423795921
577	0.5423316082
578	0.5422940447
579	0.542234961
580	0.5421805035
581	0.5421274337
582	0.5420677334
583	0.5420347444
584	0.5420056749
585	0.5419710273
586	0.5419317523
587	0.5418985551
588	0.5418657131
589	0.5418040155
590	0.5417616182
591	0.5417112678
592	0.5416673381
593	0.5416376015
594	0.5415824015
595	0.5415470715
596	0.5415024807
597	0.5414297334
598	0.5413935155
599	0.541353403
600	0.5413111468
601	0.5412605688
602	0.5412087209
603	0.5411715179
604	0.5411405185
605	0.5410973034
606	0.541059989
607	0.5410306592
608	0.5409934692
609	0.540951491
610	0.5409243041
611	0.5408694129
612	0.5408343343
613	0.5408028588
614	0.5407680888
615	0.5407307726
616	0.5406934092
617	0.5406442076
618	0.5406014523
619	0.5405673286
620	0.540533022
621	0.5404835223
622	0.5404247775
623	0.5403693193
624	0.5403271515
625	0.5402722766
626	0.5402389827
627	0.5402079707
628	0.5401713735
629	0.540120125
630	0.5400727058
631	0.5400340815
632	0.5399901583
633	0.5399550225
634	0.5399203778
635	0.5398614878
636	0.5398112836
637	0.5397809163
638	0.5397193222
639	0.5396746927
640	0.539641944
641	0.5395895596
642	0.5395519671
643	0.5395141364
644	0.5394531546
645	0.5394181691
646	0.5393771714
647	0.5393297305
648	0.5392898987
649	0.5392409425
650	0.5392135467
651	0.5391540804
652	0.5391195351
653	0.5390904851
654	0.5390371181
655	0.5389975355
656	0.5389630915
657	0.5389143617
658	0.5388811761
659	0.5388445413
660	0.5388028146
661	0.5387692109
662	0.5387321706
663	0.5386964376
664	0.5386587476
665	0.5386221021
666	0.5385646562
667	0.5385070713
668	0.5384625722
669	0.5384167133
670	0.5383648002
671	0.5383176687
672	0.5382856869
673	0.5382277872
674	0.5381843219
675	0.5381458182
676	0.5381109881
677	0.5380825221
678	0.5380362679
679	0.5379976658
680	0.5379642805
681	0.5379239434
682	0.5378734309
683	0.5378249746
684	0.5377848934
685	0.5377498426
686	0.5377230408
687	0.537668781
688	0.5376172429
689	0.5375799257
690	0.5375516874
691	0.5375149136
692	0.5374733034
693	0.5374379247
694	0.5373848206
695	0.5373531116
696	0.5373192198
697	0.5372696723
698	0.5372323907
699	0.5371977885
700	0.5371408477
701	0.5371050273
702	0.5370782332
703	0.5370458917
704	0.5370135573
705	0.5369772729
706	0.5369494264
707	0.5369167462
708	0.5368665377
709	0.5368178018
710	0.5367869215
711	0.5367399056
712	0.5366848226
713	0.5366538101
714	0.5365995246
715	0.5365440355
716	0.5364883346
717	0.5364602992
718	0.5364109715
719	0.5363767178
720	0.5363422827
721	0.5362948395
722	0.5362629536
723	0.5362280948
724	0.5361743088
725	0.5361420788
726	0.5361134062
727	0.5360859141
728	0.5360431793
729	0.5360116174
730	0.5359589456
731	0.5359289306
732	0.5358752781
733	0.535840777
734	0.5358093915
735	0.5357617687
736	0.5357183166
737	0.5356756888
738	0.5356506207
739	0.5356147659
740	0.5355572211
741	0.5355265078
742	0.5354938943
743	0.5354434503
744	0.5354056203
745	0.5353714301
746	0.5353419302
747	0.5352915363
748	0.5352581508
749	0.5352084026
750	0.5351753074
751	0.5351349812
752	0.5351043533
753	0.5350724321
754	0.5350474162
755	0.5349849072
756	0.534951446
757	0.5349162646
758	0.5348835396
759	0.5348590511
760	0.5348232391
761	0.5347897477
762	0.5347540792
763	0.5346987138
764	0.5346605975
765	0.5346261822
766	0.5345717091
767	0.534520246
768	0.5344883711
769	0.5344303582
770	0.5344014384
771	0.5343649114
772	0.5343288735
773	0.5342750863
774	0.5342439612
775	0.5341956346
776	0.5341459944
777	0.5340838791
778	0.534044795
779	0.5339978434
780	0.5339638404
781	0.533928858
782	0.5338954097
783	0.5338604081
784	0.5338106214
785	0.5337807496
786	0.5337430107
787	0.5337091249
788	0.5336602199
789	0.5336177305
790	0.5335865966
791	0.533554657
792	0.5335217185
793	0.5334803254
794	0.5334467646
795	0.5333889368
796	0.5333500891
797	0.5333072489
798	0.5332789324
799	0.5332433172
800	0.5332041214
801	0.5331669637
802	0.5331325105
803	0.5330978365
804	0.5330462906
805	0.5329990708
806	0.5329656657
807	0.5329114972
808	0.5328690834
809	0.5328081587
810	0.5327502461
811	0.5327152213
812	0.5326734945
813	0.5326414397
814	0.5325957511
815	0.5325557084
816	0.5325104874
817	0.5324773036
818	0.5324402631
819	0.5324015967
820	0.5323694729
821	0.5323117207
822	0.5322634291
823	0.5322260181
824	0.5321753887
825	0.5321349218
826	0.5320972052
827	0.5320668022
828	0.5320323503
829	0.5319825681
830	0.5319533031
831	0.531908896
832	0.5318737323
833	0.5318358542
834	0.5318026168
835	0.5317673739
836	0.5317257846
837	0.5316915982
838	0.5316387142
839	0.5315989075
840	0.5315607059
841	0.5315336982
842	0.5315030766
843	0.5314750306
844	0.5314267155
845	0.5313982223
846	0.5313513828
847	0.5313148886
848	0.5312833075
849	0.5312375341
850	0.5311927349
851	0.531152589
852	0.5311189698
853	0.5310867965
854	0.5310476314
855	0.5310049395
856	0.5309714033
857	0.5309391067
858	0.5309012877
859	0.5308693638
860	0.5308217716
861	0.5307728045
862	0.5307454273
863	0.5307078768
864	0.530673521
865	0.5306314999
866	0.5305963684
867	0.5305595509
868	0.5305281913
869	0.5304953737
870	0.5304573205
871	0.5304213549
872	0.5303882639
873	0.5303576512
874	0.5303158566
875	0.5302857527
876	0.5302338551
877	0.5301872674
878	0.5301326421
879	0.5300741516
880	0.5300415329
881	0.5300070859
882	0.5299699891
883	0.5299344647
884	0.5298868367
885	0.5298510727
886	0.529802809
887	0.5297548237
888	0.5297127516
889	0.5296808381
890	0.52965165
891	0.5296201747
892	0.5295707756
893	0.5295356075
894	0.5295040885
895	0.5294693723
896	0.5294398196
897	0.52939774
898	0.5293654709
899	0.5293337726
900	0.5292905734
901	0.5292536381
902	0.5292070113
903	0.5291698504
904	0.5291312877
905	0.529088747
906	0.5290422701
907	0.5290100395
908	0.5289710556
909	0.5289342242
910	0.5288989214
911	0.5288580083
912	0.5288192603
913	0.5287848237
914	0.5287327967
915	0.5286937525
916	0.5286525828
917	0.528615963
918	0.5285808778
919	0.5285455027
920	0.5285118638
921	0.5284629089
922	0.5284152057
923	0.5283811456
924	0.5283346014
925	0.5283037465
926	0.5282690687
927	0.5282379378
928	0.5281849674
929	0.5281492788
930	0.5281180063
931	0.5280786806
932	0.5280503914
933	0.5280076424
934	0.5279701465
935	0.5279392168
936	0.5278987267
937	0.5278508261
938	0.5278210058
939	0.5277902785
940	0.5277564856
941	0.5277052599
942	0.527674788
943	0.5276435999
944	0.5276115185
945	0.5275637889
946	0.5275370259
947	0.5275042107
948	0.5274674177
949	0.5274200496
950	0.5273849735
951	0.5273374535
952	0.5272828064
953	0.5272399432
954	0.5272096548
955	0.5271809625
956	0.5271403635
957	0.5270903015
958	0.5270564577
959	0.5270158244
960	0.5269861473
961	0.5269533981
962	0.526917644
963	0.5268781233
964	0.5268429045
965	0.5267937854
966	0.5267608453
967	0.5267184856
968	0.5266678563
969	0.5266265283
970	0.5265827144
971	0.5265531498
972	0.5265195027
973	0.5264743935
974	0.5264411436
975	0.5264035236
976	0.5263705596
977	0.5263189932
978	0.5262811715
979	0.5262496192
980	0.5262106879
981	0.5261837539
982	0.5261538235
983	0.526121955
984	0.5260906772
985	0.5260542383
986	0.5260061158
987	0.5259759336
988	0.525943749
989	0.5259158403
990	0.5258815603
991	0.5258518936
992	0.5258181367
993	0.5257812077
994	0.5257418497
995	0.5257071241
996	0.525674739
997	0.5256352189
998	0.5255806426
999	0.525546135
